Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Type,Outlet_Age,Item_Category,Outlet_Identifier_Encoded
20.6,1,0.048207431,188.0556,2316.181148108302,2,1,2340.67526349892
13.85,1,0.056406129,231.43,2316.181148108302,10,1,2348.3546346236562
15.5,1,0.085834992,49.6692,2316.181148108302,12,1,2277.8442668817206
11.6,1,0.077164595,172.5106,2316.181148108302,12,1,2277.8442668817206
16.5,1,0.159690469,142.4128,2316.181148108302,5,1,2438.841866021505
8.235,0,0.014456938,184.795,2316.181148108302,5,2,2438.841866021505
17.75,1,0.066336811,154.1656,339.8285004616805,24,1,340.3297227272727
13.65,1,0.025899245,81.1302,2316.181148108302,22,1,2298.995255579399
17.6,1,0.016060186,47.2402,2316.181148108302,7,1,2192.384797631862
18.7,0,0.104658344,121.2072,2316.181148108302,5,1,2438.841866021505
7.72,0,0.052086085,76.8986,2316.181148108302,7,1,2192.384797631862
21.25,0,0.009998763,182.3608,2316.181148108302,12,1,2277.8442668817206
12.35,1,0.1977458405,79.2328,339.8285004616805,11,1,339.351661981982
12.5,0,0.071230537,128.102,2316.181148108302,5,1,2438.841866021505
16.85,0,0.036596012,90.6488,2316.181148108302,2,1,2340.67526349892
8.71,0,0.121149472,93.7778,2316.181148108302,22,1,2298.995255579399
7.55,0,0.027164679,152.334,2316.181148108302,5,1,2438.841866021505
13.5,0,0.06082246,85.154,2316.181148108302,2,1,2340.67526349892
7.935,0,0.017191055,51.535,2316.181148108302,7,1,2192.384797631862
10.65,0,0.023971463,54.0272,2316.181148108302,12,1,2277.8442668817206
13.0,0,0.0420611,254.1014,2316.181148108302,2,2,2340.67526349892
9.21,0,0.008764786,123.1414,2316.181148108302,12,1,2277.8442668817206
18.7,0,0.014675574,50.8324,2316.181148108302,2,0,2340.67526349892
14.0,1,0.029697925,143.0786,2316.181148108302,22,1,2298.995255579399
9.0,1,0.069196376,54.3614,2316.181148108302,10,1,2348.3546346236562
12.65,0,0.121554149,53.7324,339.8285004616805,24,1,340.3297227272727
5.765,0,0.0821398,37.2164,2316.181148108302,10,1,2348.3546346236562
7.235,0,0.077011493,117.3492,2316.181148108302,7,2,2192.384797631862
18.25,0,0.089004389,196.7452,2316.181148108302,7,1,2192.384797631862
8.6,1,0.05443912,128.831,2316.181148108302,22,1,2298.995255579399
6.4,0,0.084885375,39.2796,2316.181148108302,10,1,2348.3546346236562
7.5,0,0.032811503,239.6906,2316.181148108302,2,1,2340.67526349892
12.1,1,0.061299601,56.2614,2316.181148108302,7,0,2192.384797631862
12.5,0,0.17314115,168.4448,339.8285004616805,11,2,339.351661981982
19.6,0,0.025286583,151.8024,2316.181148108302,12,2,2277.8442668817206
11.8,0,0.058451805,79.9618,3694.0385576470585,24,2,3694.0385576470585
7.535,0,0.081787519,121.044,3694.0385576470585,24,0,3694.0385576470585
16.35,0,0.032538896,165.7842,2316.181148108302,12,1,2277.8442668817206
17.75,0,0.073396761,35.1216,2316.181148108302,5,1,2438.841866021505
12.15,0,0.145013434,225.0404,2316.181148108302,5,2,2438.841866021505
14.15,0,0.03593692,41.0138,2316.181148108302,5,0,2438.841866021505
5.78,1,0.074206715,263.7568,2316.181148108302,2,1,2340.67526349892
20.1,0,0.077389797,60.8536,2316.181148108302,22,2,2298.995255579399
15.15,0,0.048637888,149.7708,339.8285004616805,24,1,340.3297227272727
14.85,0,0.060967038,254.3698,2316.181148108302,5,2,2438.841866021505
5.465,1,0.048625599,129.2626,2316.181148108302,7,1,2192.384797631862
18.6,0,0.152294691,98.9358,2316.181148108302,10,1,2348.3546346236562
9.0,0,0.079279489,77.2644,2316.181148108302,22,1,2298.995255579399
19.2,0,0.123449671,89.7488,3694.0385576470585,24,1,3694.0385576470585
17.85,0,0.146399663,93.1436,2316.181148108302,7,1,2192.384797631862
8.77,1,0.046844194,174.2422,2316.181148108302,10,1,2348.3546346236562
5.94,0,0.035084073,176.4344,2316.181148108302,2,1,2340.67526349892
8.93,0,0.006589694,53.2614,2316.181148108302,10,2,2348.3546346236562
15.35,1,0.054846706,147.3734,3694.0385576470585,24,1,3694.0385576470585
9.285,1,0.049280292,245.6144,2316.181148108302,12,1,2277.8442668817206
9.8,1,0.056375879,84.5908,3694.0385576470585,24,1,3694.0385576470585
8.31,1,0.115911972,177.4028,2316.181148108302,12,1,2277.8442668817206
13.35,0,0.139735226,147.5392,2316.181148108302,7,1,2192.384797631862
17.0,0,0.055545797,220.5114,2316.181148108302,7,1,2192.384797631862
5.425,1,0.115119905,88.3514,2316.181148108302,2,1,2340.67526349892
19.0,0,0.017755213,211.7244,2316.181148108302,7,2,2192.384797631862
20.6,0,0.023339367,94.8778,3694.0385576470585,24,1,3694.0385576470585
15.1,1,0.086983591,219.8456,3694.0385576470585,24,1,3694.0385576470585
5.59,1,0.05671761,62.9168,2316.181148108302,7,1,2192.384797631862
8.5,0,0.097884718,52.5324,2316.181148108302,12,1,2277.8442668817206
10.895,1,0.03263762,147.7102,2316.181148108302,2,1,2340.67526349892
8.895,1,0.08125293,49.8008,2316.181148108302,7,1,2192.384797631862
17.7,1,0.016622448,50.2034,2316.181148108302,10,1,2348.3546346236562
9.31,0,0.037923509,61.651,2316.181148108302,22,1,2298.995255579399
17.6,0,0.056379439,42.7454,2316.181148108302,10,1,2348.3546346236562
17.85,0,0.018097419,96.9094,1995.498739224138,0,2,1995.498739224138
19.6,0,0.040550868,45.5718,339.8285004616805,11,0,339.351661981982
13.35,0,0.091723066,148.8708,2316.181148108302,2,1,2340.67526349892
7.475,0,0.148492521,240.6854,2316.181148108302,5,1,2438.841866021505
17.5,0,0.013692598,259.7304,1995.498739224138,0,1,1995.498739224138
12.35,1,0.072541731,48.5692,2316.181148108302,7,1,2192.384797631862
11.65,0,0.131770922,151.1024,2316.181148108302,7,1,2192.384797631862
15.7,1,0.018968743,61.9536,2316.181148108302,7,1,2192.384797631862
16.75,1,0.008615,72.4038,2316.181148108302,2,1,2340.67526349892
17.6,0,0.015775777,179.1976,2316.181148108302,2,2,2340.67526349892
10.5,1,0.048207017,45.9376,2316.181148108302,12,1,2277.8442668817206
8.485,0,0.058083831,103.199,2316.181148108302,22,2,2298.995255579399
15.75,0,0.165838224,36.6506,2316.181148108302,12,0,2277.8442668817206
7.3,0,0.086619573,147.6076,2316.181148108302,2,1,2340.67526349892
20.25,1,0.102723919,93.212,2316.181148108302,12,1,2277.8442668817206
5.785,1,0.053586458,89.7856,3694.0385576470585,24,1,3694.0385576470585
13.15,0,0.064208126,180.1976,339.8285004616805,24,1,340.3297227272727
15.5,0,0.053362086,41.577,2316.181148108302,5,0,2438.841866021505
20.35,0,0.060405784,234.5616,3694.0385576470585,24,1,3694.0385576470585
17.1,1,0.129668578,206.8638,339.8285004616805,24,1,340.3297227272727
19.7,0,0.041974489,108.6912,2316.181148108302,2,1,2340.67526349892
14.6,0,0.059741172,179.6976,2316.181148108302,2,2,2340.67526349892
12.1,0,0.029902679,144.3444,1995.498739224138,0,0,1995.498739224138
19.2,0,0.182653772,243.0196,2316.181148108302,12,2,2277.8442668817206
16.85,0,0.139700397,147.776,2316.181148108302,7,1,2192.384797631862
10.695,0,0.053167821500000004,60.5904,2316.181148108302,2,1,2340.67526349892
17.7,0,0.116723677,182.4266,2316.181148108302,10,1,2348.3546346236562
16.85,1,0.080141165,111.4544,2316.181148108302,2,1,2340.67526349892
12.5,0,0.031549131,99.0384,339.8285004616805,11,2,339.351661981982
13.1,0,0.037574137,174.2054,2316.181148108302,5,1,2438.841866021505
18.2,0,0.1630653,43.3086,2316.181148108302,5,2,2438.841866021505
14.5,1,0.064224789,262.7594,2316.181148108302,2,1,2340.67526349892
12.35,1,0.059110912,199.3426,339.8285004616805,24,1,340.3297227272727
20.5,0,0.036353098,75.8696,2316.181148108302,12,1,2277.8442668817206
7.725,0,0.029131242,123.8414,2316.181148108302,7,2,2192.384797631862
14.6,0,0.02575512,199.6084,2316.181148108302,7,2,2192.384797631862
19.35,1,0.076744561,113.4518,2316.181148108302,5,1,2438.841866021505
7.36,0,0.052058711,55.5588,3694.0385576470585,24,1,3694.0385576470585
7.5,0,0.050853901,121.7072,2316.181148108302,7,1,2192.384797631862
17.7,0,0.087986599,182.5292,2316.181148108302,22,1,2298.995255579399
6.69,1,0.0369069085,176.937,2316.181148108302,2,1,2340.67526349892
13.35,0,0.10249212,230.5352,2316.181148108302,5,1,2438.841866021505
12.85,0,0.033059299,196.4768,3694.0385576470585,24,1,3694.0385576470585
21.35,0,0.068765205,260.4278,2316.181148108302,22,1,2298.995255579399
7.26,0,0.014482278,118.115,1995.498739224138,0,1,1995.498739224138
9.285,1,0.021039273,160.0578,2316.181148108302,10,1,2348.3546346236562
18.5,1,0.062609071,148.6418,2316.181148108302,2,1,2340.67526349892
12.3,1,0.106327251,172.8396,2316.181148108302,12,1,2277.8442668817206
18.85,0,0.016132592,130.2626,2316.181148108302,10,2,2348.3546346236562
12.35,1,0.033754478,199.0426,2316.181148108302,5,1,2438.841866021505
8.235,0,0.014488997,183.795,2316.181148108302,7,2,2192.384797631862
6.885,1,0.1408005,111.4228,2316.181148108302,2,1,2340.67526349892
15.7,0,0.065188619,181.1634,339.8285004616805,24,0,340.3297227272727
9.8,1,0.045266806,36.9874,2316.181148108302,12,1,2277.8442668817206
13.0,0,0.154244343,77.9986,1995.498739224138,0,1,1995.498739224138
10.3,1,0.059160135,191.553,2316.181148108302,2,1,2340.67526349892
17.6,1,0.065649353,94.841,339.8285004616805,11,1,339.351661981982
19.75,0,0.014232071,100.9332,3694.0385576470585,24,2,3694.0385576470585
13.1,0,0.13121032,74.0354,339.8285004616805,24,1,340.3297227272727
10.0,0,0.038653608,245.4144,2316.181148108302,22,1,2298.995255579399
18.5,0,0.033997473,129.9284,2316.181148108302,10,2,2348.3546346236562
17.1,0,0.038816115,166.4842,2316.181148108302,7,2,2192.384797631862
8.775,0,0.19244045,43.9428,339.8285004616805,24,0,340.3297227272727
16.2,1,0.016687114,96.9726,2316.181148108302,7,1,2192.384797631862
16.0,0,0.090111173,141.3154,2316.181148108302,10,1,2348.3546346236562
10.5,0,0.071257912,121.3098,2316.181148108302,12,1,2277.8442668817206
6.55,0,0.024407061,102.3332,3694.0385576470585,24,1,3694.0385576470585
17.25,1,0.125734578,41.748,1995.498739224138,0,1,1995.498739224138
21.25,0,0.154627247,177.637,3694.0385576470585,24,1,3694.0385576470585
8.195,0,0.031397503,93.1462,1995.498739224138,0,1,1995.498739224138
6.635,1,0.006351876,120.3098,1995.498739224138,0,1,1995.498739224138
20.35,0,0.054011943,116.5466,2316.181148108302,22,1,2298.995255579399
7.365,0,0.159193194,92.712,3694.0385576470585,24,1,3694.0385576470585
11.65,0,0.033830011,111.686,2316.181148108302,22,1,2298.995255579399
18.5,1,0.062510529,146.8418,1995.498739224138,0,1,1995.498739224138
7.51,0,0.030516069,227.801,339.8285004616805,24,1,340.3297227272727
7.855,0,0.011261165,189.5188,2316.181148108302,12,1,2277.8442668817206
11.5,1,0.037388493,107.8254,3694.0385576470585,24,1,3694.0385576470585
8.275,0,0.110739031,103.3306,1995.498739224138,0,2,1995.498739224138
20.2,0,0.100114941,188.3898,2316.181148108302,7,2,2192.384797631862
6.215,1,0.049722335,224.5062,2316.181148108302,7,1,2192.384797631862
14.7,0,0.07229836,48.2034,2316.181148108302,12,1,2277.8442668817206
14.85,0,0.102065622,254.2698,339.8285004616805,11,2,339.351661981982
13.8,0,0.162462044,55.893,339.8285004616805,11,0,339.351661981982
17.35,0,0.056005781,99.2016,2316.181148108302,10,1,2348.3546346236562
6.675,0,0.041718456,94.5462,3694.0385576470585,24,1,3694.0385576470585
17.75,0,0.075959623,112.4544,2316.181148108302,12,1,2277.8442668817206
9.6,1,0.022170592,105.199,3694.0385576470585,24,1,3694.0385576470585
13.15,0,0.061381589,179.9976,339.8285004616805,11,1,339.351661981982
15.85,0,0.078999287,38.6506,2316.181148108302,2,1,2340.67526349892
5.655,0,0.174232377,146.6102,3694.0385576470585,24,0,3694.0385576470585
20.7,0,0.04875891,37.3506,2316.181148108302,12,1,2277.8442668817206
6.28,0,0.027748176,86.5198,2316.181148108302,10,0,2348.3546346236562
6.26,1,0.009887927,150.7366,2316.181148108302,7,1,2192.384797631862
9.8,0,0.09046564,193.6478,2316.181148108302,12,2,2277.8442668817206
9.8,1,0.14061104,49.8008,2316.181148108302,12,1,2277.8442668817206
15.3,0,0.02295878,103.5332,2316.181148108302,5,2,2438.841866021505
19.0,0,0.111830282,105.4622,2316.181148108302,22,1,2298.995255579399
11.395,0,0.0216208395,149.2708,2316.181148108302,2,2,2340.67526349892
7.27,0,0.046653872,98.6384,2316.181148108302,7,2,2192.384797631862
12.1,0,0.016895293,178.566,1995.498739224138,0,0,1995.498739224138
6.13,0,0.02848169,110.4912,2316.181148108302,2,2,2340.67526349892
13.6,1,0.043902087,157.0946,2316.181148108302,2,1,2340.67526349892
16.1,1,0.0249661495,98.441,2316.181148108302,2,1,2340.67526349892
19.85,0,0.175995526,224.0772,2316.181148108302,12,1,2277.8442668817206
10.3,0,0.145464606,105.7648,3694.0385576470585,24,1,3694.0385576470585
7.21,1,0.144730236,103.1332,2316.181148108302,2,1,2340.67526349892
7.39,0,0.120524922,142.247,2316.181148108302,7,2,2192.384797631862
15.2,0,0.113125627,38.6848,2316.181148108302,7,0,2192.384797631862
9.195,1,0.051573903,79.8644,2316.181148108302,22,1,2298.995255579399
8.355,0,0.013957308,94.0462,2316.181148108302,7,1,2192.384797631862
6.42,0,0.053553794,178.6002,2316.181148108302,10,1,2348.3546346236562
8.71,1,0.072301795,185.6924,2316.181148108302,7,1,2192.384797631862
17.1,0,0.054514169,84.4566,2316.181148108302,2,1,2340.67526349892
9.395,0,0.040023967,85.5908,2316.181148108302,10,2,2348.3546346236562
6.425,0,0.063432676,132.8626,1995.498739224138,0,1,1995.498739224138
9.195,1,0.051697108,79.2644,2316.181148108302,10,1,2348.3546346236562
6.115,1,0.019912606,91.0488,339.8285004616805,24,1,340.3297227272727
12.8,0,0.069605676,261.9252,2316.181148108302,5,1,2438.841866021505
13.35,0,0.0912694395,151.6708,3694.0385576470585,24,1,3694.0385576470585
4.59,0,0.070721656,113.286,2316.181148108302,22,0,2298.995255579399
17.5,1,0.007503372,146.7102,3694.0385576470585,24,1,3694.0385576470585
14.85,1,0.053837561,120.8072,2316.181148108302,12,1,2277.8442668817206
6.785,1,0.023021406,208.9928,2316.181148108302,7,1,2192.384797631862
18.1,0,0.048703432,125.9336,3694.0385576470585,24,2,3694.0385576470585
11.395,0,0.009893817,50.3034,2316.181148108302,10,2,2348.3546346236562
16.2,0,0.103894671,101.299,1995.498739224138,0,1,1995.498739224138
17.1,1,0.073700837,207.1638,3694.0385576470585,24,1,3694.0385576470585
6.38,0,0.03187163,179.5344,2316.181148108302,22,1,2298.995255579399
8.75,1,0.074627201,187.8556,2316.181148108302,12,1,2277.8442668817206
14.15,0,0.184254826,82.4276,1995.498739224138,0,0,1995.498739224138
16.6,0,0.135944247,171.7422,3694.0385576470585,24,0,3694.0385576470585
12.15,0,0.14492016,224.4404,2316.181148108302,22,2,2298.995255579399
16.35,0,0.013355306,105.528,2316.181148108302,22,2,2298.995255579399
8.115,1,0.032208865,154.9972,2316.181148108302,10,1,2348.3546346236562
12.6,0,0.024331586,34.9874,2316.181148108302,2,1,2340.67526349892
6.85,0,0.023012718,262.0594,2316.181148108302,2,1,2340.67526349892
16.6,0,0.050369191,117.3124,2316.181148108302,22,1,2298.995255579399
18.75,0,0.052040915,105.728,2316.181148108302,12,2,2277.8442668817206
20.6,0,0.045603215,149.2392,1995.498739224138,0,2,1995.498739224138
15.35,0,0.015708023,143.447,2316.181148108302,7,2,2192.384797631862
9.0,0,0.085938463,168.6816,2316.181148108302,5,1,2438.841866021505
7.5,0,0.050708743,123.4072,2316.181148108302,22,1,2298.995255579399
12.0,0,0.075701524,124.6388,2316.181148108302,7,1,2192.384797631862
13.3,0,0.063513272,149.9708,2316.181148108302,22,1,2298.995255579399
8.88,0,0.165073642,207.727,339.8285004616805,11,2,339.351661981982
14.15,1,0.024442501,196.411,2316.181148108302,10,1,2348.3546346236562
11.3,0,0.066625843,194.2478,2316.181148108302,22,2,2298.995255579399
6.65,0,0.053279839,147.7734,2316.181148108302,5,1,2438.841866021505
14.7,0,0.121012632,49.4034,339.8285004616805,11,1,339.351661981982
11.35,1,0.06292013,88.9856,3694.0385576470585,24,1,3694.0385576470585
7.155,1,0.168527463,33.6874,2316.181148108302,7,1,2192.384797631862
15.0,1,0.054367971,58.5904,2316.181148108302,5,1,2438.841866021505
11.6,0,0.017817285,177.0686,1995.498739224138,0,1,1995.498739224138
13.5,0,0.072317217,160.792,3694.0385576470585,24,2,3694.0385576470585
8.42,0,0.112728355,65.8168,1995.498739224138,0,2,1995.498739224138
6.65,0,0.053591345,149.7734,2316.181148108302,2,1,2340.67526349892
11.8,0,0.115636723,199.7084,1995.498739224138,0,0,1995.498739224138
10.3,0,0.116366304,158.363,3694.0385576470585,24,2,3694.0385576470585
6.785,1,0.04022593,210.9928,339.8285004616805,24,1,340.3297227272727
6.78,1,0.13982366499999999,94.012,2316.181148108302,22,1,2298.995255579399
12.0,1,0.020407296,98.2042,339.8285004616805,24,1,340.3297227272727
8.365,1,0.039925235,189.2188,2316.181148108302,7,1,2192.384797631862
6.135,1,0.078943221,152.7366,3694.0385576470585,24,1,3694.0385576470585
8.63,0,0.031143591,183.9582,2316.181148108302,10,1,2348.3546346236562
5.0,0,0.077046505,189.453,339.8285004616805,24,0,340.3297227272727
15.1,0,0.056067524,139.8496,1995.498739224138,0,2,1995.498739224138
8.185,0,0.046578409,48.6692,2316.181148108302,7,1,2192.384797631862
7.21,1,0.144511119,100.5332,2316.181148108302,22,1,2298.995255579399
20.7,0,0.021464454,156.6288,2316.181148108302,10,1,2348.3546346236562
18.25,0,0.015309885,197.6084,2316.181148108302,7,1,2192.384797631862
7.905,0,0.054720642,107.8254,3694.0385576470585,24,1,3694.0385576470585
10.195,0,0.107564024,149.0076,2316.181148108302,10,1,2348.3546346236562
17.6,1,0.041180766,37.919,3694.0385576470585,24,1,3694.0385576470585
20.35,0,0.060688248,234.2616,2316.181148108302,5,1,2438.841866021505
17.25,1,0.1977458405,40.348,339.8285004616805,11,1,339.351661981982
6.46,1,0.049121972,144.6102,2316.181148108302,22,1,2298.995255579399
8.77,1,0.047036036,170.5422,2316.181148108302,2,1,2340.67526349892
10.195,0,0.10747038349999999,147.2076,339.8285004616805,11,1,339.351661981982
14.5,1,0.059160135,170.7448,2316.181148108302,2,1,2340.67526349892
7.97,0,0.034452949,174.0422,2316.181148108302,12,0,2277.8442668817206
5.765,0,0.081996785,40.1164,2316.181148108302,5,1,2438.841866021505
13.0,0,0.041816615,254.5014,2316.181148108302,5,2,2438.841866021505
18.35,0,0.014045832,222.7746,2316.181148108302,10,2,2348.3546346236562
5.845,1,0.105445801,214.4218,1995.498739224138,0,1,1995.498739224138
5.19,1,0.044432887,102.899,1995.498739224138,0,1,1995.498739224138
8.88,0,0.098775709,208.927,2316.181148108302,10,2,2348.3546346236562
9.195,0,0.048050783,105.6622,2316.181148108302,5,2,2438.841866021505
19.5,1,0.13511877,232.9958,339.8285004616805,24,0,340.3297227272727
15.35,0,0.035204319,122.873,2316.181148108302,10,2,2348.3546346236562
15.85,0,0.108206497,58.3904,2316.181148108302,2,0,2340.67526349892
5.88,0,0.003597678,153.8998,2316.181148108302,10,0,2348.3546346236562
16.75,0,0.081304829,258.4988,2316.181148108302,5,1,2438.841866021505
13.1,0,0.075056542,76.0354,2316.181148108302,10,1,2348.3546346236562
17.75,0,0.034584356,248.375,3694.0385576470585,24,1,3694.0385576470585
11.8,1,0.025978802,102.5674,2316.181148108302,7,1,2192.384797631862
8.985,1,0.057944376,131.531,2316.181148108302,7,1,2192.384797631862
11.3,0,0.066681333,194.4478,2316.181148108302,12,2,2277.8442668817206
7.31,0,0.04690397,110.657,339.8285004616805,24,1,340.3297227272727
6.055,0,0.031103357,159.9578,2316.181148108302,12,1,2277.8442668817206
15.5,0,0.057556998,107.6938,339.8285004616805,24,1,340.3297227272727
8.21,0,0.044925784,86.0198,2316.181148108302,12,1,2277.8442668817206
8.63,1,0.055084019,114.7518,339.8285004616805,11,1,339.351661981982
6.115,1,0.011372972,89.6488,2316.181148108302,12,1,2277.8442668817206
13.5,1,0.158947217,145.5102,3694.0385576470585,24,1,3694.0385576470585
15.35,1,0.113678422,189.7504,1995.498739224138,0,1,1995.498739224138
15.5,0,0.103422709,144.847,2316.181148108302,5,1,2438.841866021505
7.5,0,0.036204764,176.1028,2316.181148108302,22,2,2298.995255579399
9.3,0,0.073288275,189.1846,339.8285004616805,11,0,339.351661981982
10.195,0,0.041907414,43.8428,2316.181148108302,22,1,2298.995255579399
11.65,1,0.010909704,110.8544,2316.181148108302,22,1,2298.995255579399
15.7,1,0.027605555,169.879,339.8285004616805,24,1,340.3297227272727
6.65,0,0.053031857,149.1734,3694.0385576470585,24,1,3694.0385576470585
18.2,0,0.049396364,146.4734,2316.181148108302,10,1,2348.3546346236562
20.6,1,0.080235512,188.9556,339.8285004616805,11,1,339.351661981982
15.85,0,0.120986139,216.1166,339.8285004616805,24,1,340.3297227272727
10.5,1,0.022590318,140.6154,339.8285004616805,11,1,339.351661981982
7.51,0,0.103813029,113.7544,2316.181148108302,12,1,2277.8442668817206
18.5,0,0.026012696,119.8124,3694.0385576470585,24,1,3694.0385576470585
14.65,0,0.01125332,57.0614,2316.181148108302,2,2,2340.67526349892
20.85,0,0.021329793,105.5306,2316.181148108302,12,1,2277.8442668817206
5.88,1,0.030247903,101.399,2316.181148108302,12,1,2277.8442668817206
16.7,1,0.120137953,181.2976,2316.181148108302,2,1,2340.67526349892
14.65,0,0.019592289,56.9614,339.8285004616805,24,2,340.3297227272727
6.155,1,0.158441218,213.756,339.8285004616805,11,1,339.351661981982
5.655,0,0.175352413,147.4102,2316.181148108302,10,0,2348.3546346236562
17.6,1,0.047449835,118.1782,1995.498739224138,0,1,1995.498739224138
16.85,0,0.036213953,92.5488,3694.0385576470585,24,1,3694.0385576470585
9.6,0,0.006692529,164.2184,2316.181148108302,7,2,2192.384797631862
12.15,0,0.131179812,245.246,2316.181148108302,12,1,2277.8442668817206
14.0,0,0.023730384,104.3332,2316.181148108302,5,1,2438.841866021505
16.1,0,0.100388706,76.0328,2316.181148108302,10,1,2348.3546346236562
20.2,1,0.06871772,155.563,339.8285004616805,24,1,340.3297227272727
5.44,1,0.016979326,177.037,3694.0385576470585,24,1,3694.0385576470585
10.395,0,0.11207602,58.022,2316.181148108302,5,1,2438.841866021505
5.15,1,0.06112617,122.5388,2316.181148108302,22,1,2298.995255579399
16.7,1,0.1977458405,179.1976,339.8285004616805,24,1,340.3297227272727
9.8,0,0.024521239,117.5492,2316.181148108302,2,2,2340.67526349892
9.8,0,0.0268952,128.402,2316.181148108302,7,1,2192.384797631862
14.85,1,0.019550858,263.791,2316.181148108302,7,1,2192.384797631862
6.59,0,0.176748258,82.7908,339.8285004616805,11,1,339.351661981982
9.0,0,0.069208684,264.0884,3694.0385576470585,24,2,3694.0385576470585
15.6,0,0.087719692,218.5798,2316.181148108302,12,1,2277.8442668817206
14.15,0,0.037877202,124.0046,2316.181148108302,22,1,2298.995255579399
12.1,1,0.061424738,56.7614,1995.498739224138,0,0,1995.498739224138
15.7,0,0.03067808,44.777,2316.181148108302,22,0,2298.995255579399
9.0,0,0.069653585,266.2884,2316.181148108302,10,2,2348.3546346236562
15.75,0,0.055241242,196.5452,2316.181148108302,2,1,2340.67526349892
10.895,0,0.137584599,262.2568,2316.181148108302,2,1,2340.67526349892
13.65,0,0.039824346,32.8558,2316.181148108302,12,1,2277.8442668817206
10.695,1,0.060371962,174.0712,3694.0385576470585,24,1,3694.0385576470585
19.6,0,0.024264569,46.5718,2316.181148108302,10,0,2348.3546346236562
9.0,1,0.069088961,55.2614,1995.498739224138,0,1,1995.498739224138
8.355,0,0.187558629,148.0418,2316.181148108302,12,1,2277.8442668817206
19.7,0,0.053212652,57.893,2316.181148108302,5,1,2438.841866021505
16.5,0,0.028579565,90.3146,2316.181148108302,2,1,2340.67526349892
20.7,1,0.100378096,122.4388,2316.181148108302,7,1,2192.384797631862
17.1,0,0.1977458405,112.7886,339.8285004616805,24,1,340.3297227272727
10.1,0,0.027106459,75.367,2316.181148108302,10,1,2348.3546346236562
15.85,1,0.1977458405,59.522,339.8285004616805,24,1,340.3297227272727
7.39,0,0.120280989,142.747,2316.181148108302,12,2,2277.8442668817206
16.5,0,0.035711426,93.612,2316.181148108302,10,2,2348.3546346236562
17.25,0,0.08428957449999999,261.291,339.8285004616805,24,0,340.3297227272727
7.485,0,0.069405301,112.1228,1995.498739224138,0,1,1995.498739224138
7.855,1,0.162461219,39.2848,2316.181148108302,2,1,2340.67526349892
20.25,0,0.014251461,148.6418,2316.181148108302,7,2,2192.384797631862
9.6,1,0.022278477,101.699,2316.181148108302,10,1,2348.3546346236562
6.425,0,0.010480751,116.5808,1995.498739224138,0,1,1995.498739224138
5.98,0,0.043351896,146.6418,3694.0385576470585,24,1,3694.0385576470585
20.35,0,0.090480214,119.5466,339.8285004616805,11,1,339.351661981982
11.6,1,0.143319995,237.5222,3694.0385576470585,24,1,3694.0385576470585
9.3,1,0.01404119,199.1084,2316.181148108302,10,1,2348.3546346236562
13.6,1,0.119418124,231.03,2316.181148108302,7,1,2192.384797631862
