Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Age,Item_Category,Outlet_Identifier_Encoded
20.25,1,0.102723919,93.212,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
5.785,1,0.053586458,89.7856,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
13.15,0,0.064208126,180.1976,1867.1828137974155,1876.909159128978,339.8285004616805,24,1,340.3297227272727
15.5,0,0.053362086,41.577,1867.1828137974155,2323.9905588509873,2316.181148108302,5,0,2438.841866021505
20.35,0,0.060405784,234.5616,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
17.1,1,0.129668578,206.8638,1867.1828137974155,1876.909159128978,339.8285004616805,24,1,340.3297227272727
19.7,0,0.041974489,108.6912,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
14.6,0,0.059741172,179.6976,1867.1828137974155,2323.9905588509873,2316.181148108302,2,2,2340.67526349892
12.1,0,0.029902679,144.3444,2681.603541568206,2279.6276513432836,1995.498739224138,0,0,1995.498739224138
19.2,0,0.182653772,243.0196,1867.1828137974155,1876.909159128978,2316.181148108302,12,2,2277.8442668817206
16.85,0,0.139700397,147.776,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
10.695,0,0.053167821500000004,60.5904,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
17.7,0,0.116723677,182.4266,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
16.85,1,0.080141165,111.4544,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
12.5,0,0.031549131,99.0384,1867.1828137974155,2279.6276513432836,339.8285004616805,11,2,339.351661981982
13.1,0,0.037574137,174.2054,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
18.2,0,0.1630653,43.3086,1867.1828137974155,2323.9905588509873,2316.181148108302,5,2,2438.841866021505
14.5,1,0.064224789,262.7594,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
12.35,1,0.059110912,199.3426,1867.1828137974155,1876.909159128978,339.8285004616805,24,1,340.3297227272727
20.5,0,0.036353098,75.8696,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
7.725,0,0.029131242,123.8414,1867.1828137974155,2323.9905588509873,2316.181148108302,7,2,2192.384797631862
14.6,0,0.02575512,199.6084,1867.1828137974155,2323.9905588509873,2316.181148108302,7,2,2192.384797631862
19.35,1,0.076744561,113.4518,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
7.36,0,0.052058711,55.5588,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
7.5,0,0.050853901,121.7072,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
17.7,0,0.087986599,182.5292,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
6.69,1,0.0369069085,176.937,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
13.35,0,0.10249212,230.5352,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
12.85,0,0.033059299,196.4768,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
21.35,0,0.068765205,260.4278,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
7.26,0,0.014482278,118.115,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
9.285,1,0.021039273,160.0578,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
18.5,1,0.062609071,148.6418,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
12.3,1,0.106327251,172.8396,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
18.85,0,0.016132592,130.2626,2681.603541568206,1876.909159128978,2316.181148108302,10,2,2348.3546346236562
12.35,1,0.033754478,199.0426,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
8.235,0,0.014488997,183.795,1867.1828137974155,2323.9905588509873,2316.181148108302,7,2,2192.384797631862
6.885,1,0.1408005,111.4228,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
15.7,0,0.065188619,181.1634,1867.1828137974155,1876.909159128978,339.8285004616805,24,0,340.3297227272727
9.8,1,0.045266806,36.9874,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
13.0,0,0.154244343,77.9986,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
10.3,1,0.059160135,191.553,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
17.6,1,0.065649353,94.841,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
19.75,0,0.014232071,100.9332,2681.603541568206,2279.6276513432836,3694.0385576470585,24,2,3694.0385576470585
13.1,0,0.13121032,74.0354,1867.1828137974155,1876.909159128978,339.8285004616805,24,1,340.3297227272727
10.0,0,0.038653608,245.4144,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
18.5,0,0.033997473,129.9284,2681.603541568206,1876.909159128978,2316.181148108302,10,2,2348.3546346236562
17.1,0,0.038816115,166.4842,1867.1828137974155,2323.9905588509873,2316.181148108302,7,2,2192.384797631862
8.775,0,0.19244045,43.9428,1867.1828137974155,1876.909159128978,339.8285004616805,24,0,340.3297227272727
16.2,1,0.016687114,96.9726,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
16.0,0,0.090111173,141.3154,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
10.5,0,0.071257912,121.3098,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
6.55,0,0.024407061,102.3332,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
17.25,1,0.125734578,41.748,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
21.25,0,0.154627247,177.637,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
8.195,0,0.031397503,93.1462,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
6.635,1,0.006351876,120.3098,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
20.35,0,0.054011943,116.5466,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
7.365,0,0.159193194,92.712,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
11.65,0,0.033830011,111.686,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
18.5,1,0.062510529,146.8418,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
7.51,0,0.030516069,227.801,1867.1828137974155,1876.909159128978,339.8285004616805,24,1,340.3297227272727
7.855,0,0.011261165,189.5188,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
11.5,1,0.037388493,107.8254,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
8.275,0,0.110739031,103.3306,2681.603541568206,2279.6276513432836,1995.498739224138,0,2,1995.498739224138
20.2,0,0.100114941,188.3898,1867.1828137974155,2323.9905588509873,2316.181148108302,7,2,2192.384797631862
6.215,1,0.049722335,224.5062,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
14.7,0,0.07229836,48.2034,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
14.85,0,0.102065622,254.2698,1867.1828137974155,2279.6276513432836,339.8285004616805,11,2,339.351661981982
13.8,0,0.162462044,55.893,1867.1828137974155,2279.6276513432836,339.8285004616805,11,0,339.351661981982
17.35,0,0.056005781,99.2016,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
6.675,0,0.041718456,94.5462,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
17.75,0,0.075959623,112.4544,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
9.6,1,0.022170592,105.199,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
13.15,0,0.061381589,179.9976,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
15.85,0,0.078999287,38.6506,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
5.655,0,0.174232377,146.6102,2681.603541568206,2279.6276513432836,3694.0385576470585,24,0,3694.0385576470585
20.7,0,0.04875891,37.3506,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
6.28,0,0.027748176,86.5198,2681.603541568206,1876.909159128978,2316.181148108302,10,0,2348.3546346236562
6.26,1,0.009887927,150.7366,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
9.8,0,0.09046564,193.6478,1867.1828137974155,1876.909159128978,2316.181148108302,12,2,2277.8442668817206
9.8,1,0.14061104,49.8008,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
15.3,0,0.02295878,103.5332,1867.1828137974155,2323.9905588509873,2316.181148108302,5,2,2438.841866021505
19.0,0,0.111830282,105.4622,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
11.395,0,0.0216208395,149.2708,1867.1828137974155,2323.9905588509873,2316.181148108302,2,2,2340.67526349892
7.27,0,0.046653872,98.6384,1867.1828137974155,2323.9905588509873,2316.181148108302,7,2,2192.384797631862
12.1,0,0.016895293,178.566,2681.603541568206,2279.6276513432836,1995.498739224138,0,0,1995.498739224138
6.13,0,0.02848169,110.4912,1867.1828137974155,2323.9905588509873,2316.181148108302,2,2,2340.67526349892
13.6,1,0.043902087,157.0946,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
16.1,1,0.0249661495,98.441,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
19.85,0,0.175995526,224.0772,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
10.3,0,0.145464606,105.7648,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
7.21,1,0.144730236,103.1332,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
7.39,0,0.120524922,142.247,1867.1828137974155,2323.9905588509873,2316.181148108302,7,2,2192.384797631862
15.2,0,0.113125627,38.6848,1867.1828137974155,2323.9905588509873,2316.181148108302,7,0,2192.384797631862
9.195,1,0.051573903,79.8644,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
8.355,0,0.013957308,94.0462,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
6.42,0,0.053553794,178.6002,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
8.71,1,0.072301795,185.6924,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
17.1,0,0.054514169,84.4566,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
9.395,0,0.040023967,85.5908,2681.603541568206,1876.909159128978,2316.181148108302,10,2,2348.3546346236562
6.425,0,0.063432676,132.8626,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
9.195,1,0.051697108,79.2644,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
6.115,1,0.019912606,91.0488,1867.1828137974155,1876.909159128978,339.8285004616805,24,1,340.3297227272727
12.8,0,0.069605676,261.9252,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
13.35,0,0.0912694395,151.6708,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
4.59,0,0.070721656,113.286,2298.995255579399,2279.6276513432836,2316.181148108302,22,0,2298.995255579399
17.5,1,0.007503372,146.7102,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
14.85,1,0.053837561,120.8072,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
6.785,1,0.023021406,208.9928,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
18.1,0,0.048703432,125.9336,2681.603541568206,2279.6276513432836,3694.0385576470585,24,2,3694.0385576470585
11.395,0,0.009893817,50.3034,2681.603541568206,1876.909159128978,2316.181148108302,10,2,2348.3546346236562
16.2,0,0.103894671,101.299,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
17.1,1,0.073700837,207.1638,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
6.38,0,0.03187163,179.5344,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
8.75,1,0.074627201,187.8556,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
14.15,0,0.184254826,82.4276,2681.603541568206,2279.6276513432836,1995.498739224138,0,0,1995.498739224138
16.6,0,0.135944247,171.7422,2681.603541568206,2279.6276513432836,3694.0385576470585,24,0,3694.0385576470585
12.15,0,0.14492016,224.4404,2298.995255579399,2279.6276513432836,2316.181148108302,22,2,2298.995255579399
16.35,0,0.013355306,105.528,2298.995255579399,2279.6276513432836,2316.181148108302,22,2,2298.995255579399
8.115,1,0.032208865,154.9972,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
12.6,0,0.024331586,34.9874,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
6.85,0,0.023012718,262.0594,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
16.6,0,0.050369191,117.3124,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
18.75,0,0.052040915,105.728,1867.1828137974155,1876.909159128978,2316.181148108302,12,2,2277.8442668817206
20.6,0,0.045603215,149.2392,2681.603541568206,2279.6276513432836,1995.498739224138,0,2,1995.498739224138
15.35,0,0.015708023,143.447,1867.1828137974155,2323.9905588509873,2316.181148108302,7,2,2192.384797631862
9.0,0,0.085938463,168.6816,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
7.5,0,0.050708743,123.4072,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
12.0,0,0.075701524,124.6388,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
13.3,0,0.063513272,149.9708,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
8.88,0,0.165073642,207.727,1867.1828137974155,2279.6276513432836,339.8285004616805,11,2,339.351661981982
14.15,1,0.024442501,196.411,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
11.3,0,0.066625843,194.2478,2298.995255579399,2279.6276513432836,2316.181148108302,22,2,2298.995255579399
6.65,0,0.053279839,147.7734,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
14.7,0,0.121012632,49.4034,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
11.35,1,0.06292013,88.9856,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
7.155,1,0.168527463,33.6874,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
15.0,1,0.054367971,58.5904,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
11.6,0,0.017817285,177.0686,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
13.5,0,0.072317217,160.792,2681.603541568206,2279.6276513432836,3694.0385576470585,24,2,3694.0385576470585
