Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Type,Outlet_Age,Item_Category,Outlet_Identifier_Encoded
12.3,0,0.111387425,37.2874,2316.181148108302,22,1,2298.995255579399
15.7,1,0.11521312,112.0202,2316.181148108302,2,1,2340.67526349892
7.81,1,0.055226755,123.1046,2316.181148108302,12,1,2277.8442668817206
8.38,1,0.046960237,111.857,2316.181148108302,10,1,2348.354634623656
14.0,0,0.028980533,129.531,1995.498739224138,0,2,1995.498739224138
15.5,1,0.086184647,50.9692,1995.498739224138,0,1,1995.498739224138
8.395,0,0.072383777,251.504,2316.181148108302,2,0,2340.67526349892
7.85,0,0.162980276,145.2444,2316.181148108302,12,0,2277.8442668817206
13.15,0,0.020715913,83.5566,2316.181148108302,12,1,2277.8442668817206
10.1,1,0.053887301,225.6088,2316.181148108302,2,1,2340.67526349892
15.7,0,0.160663021,59.4562,2316.181148108302,12,2,2277.8442668817206
11.8,1,0.014115626,178.5344,2316.181148108302,7,1,2192.384797631862
14.65,1,0.099113429,52.8666,2316.181148108302,5,1,2438.841866021505
18.0,0,0.039231652,145.1418,2316.181148108302,2,1,2340.67526349892
20.25,1,0.022936488,240.8538,2316.181148108302,5,1,2438.841866021505
10.3,1,0.058778429,189.053,2316.181148108302,7,1,2192.384797631862
5.365,1,0.1977458405,173.4764,339.8285004616805,11,1,339.351661981982
7.825,1,0.149890395,159.0288,2316.181148108302,22,1,2298.995255579399
8.27,1,0.1977458405,183.9924,339.8285004616805,11,0,339.351661981982
14.85,0,0.15643727,142.0812,339.8285004616805,11,1,339.351661981982
12.5,0,0.031097948,103.899,2316.181148108302,10,1,2348.354634623656
5.425,1,0.1977458405,88.8514,339.8285004616805,24,1,340.3297227272727
15.85,1,0.1102281045,37.0506,3694.0385576470585,24,1,3694.0385576470585
9.6,1,0.02734361,257.8304,2316.181148108302,12,1,2277.8442668817206
4.61,0,0.123346085,172.5396,2316.181148108302,2,0,2340.67526349892
20.25,0,0.014222617,145.6418,2316.181148108302,22,2,2298.995255579399
17.75,0,0.058168807,249.575,339.8285004616805,11,1,339.351661981982
9.0,0,0.08630486,168.0816,1995.498739224138,0,1,1995.498739224138
6.15,0,0.04627095,100.1384,3694.0385576470585,24,1,3694.0385576470585
20.5,1,0.112316501,193.9478,2316.181148108302,22,1,2298.995255579399
17.7,1,0.1977458405,184.1924,339.8285004616805,24,1,340.3297227272727
15.0,1,0.026950104,220.9456,1995.498739224138,0,1,1995.498739224138
5.175,0,0.037457098,83.4224,2316.181148108302,10,1,2348.354634623656
15.15,1,0.066311153,145.776,2316.181148108302,7,1,2192.384797631862
10.895,0,0.059834024,133.5284,339.8285004616805,11,1,339.351661981982
6.13,0,0.076855207,59.3536,2316.181148108302,10,0,2348.354634623656
10.8,0,0.05843345,72.338,2316.181148108302,10,0,2348.354634623656
5.155,0,0.08279545,245.8776,3694.0385576470585,24,1,3694.0385576470585
17.6,1,0.039381633,98.041,1995.498739224138,0,1,1995.498739224138
7.935,0,0.017141985,50.035,2316.181148108302,22,1,2298.995255579399
13.6,0,0.010033871,177.937,1995.498739224138,0,2,1995.498739224138
8.26,1,0.032435437,124.873,2316.181148108302,5,0,2438.841866021505
6.26,0,0.031599715,111.3228,2316.181148108302,2,2,2340.67526349892
20.75,0,0.108879177,161.5578,2316.181148108302,10,1,2348.354634623656
8.18,0,0.013130031,140.5154,2316.181148108302,7,2,2192.384797631862
10.195,0,0.042113173,42.5428,1995.498739224138,0,1,1995.498739224138
15.6,1,0.104786172,172.2764,3694.0385576470585,24,1,3694.0385576470585
7.67,0,0.1977458405,33.2216,339.8285004616805,11,2,339.351661981982
11.65,0,0.174049032,52.9298,2316.181148108302,12,1,2277.8442668817206
13.1,1,0.098765906,196.3768,2316.181148108302,5,1,2438.841866021505
19.1,0,0.067676056,40.8796,2316.181148108302,2,2,2340.67526349892
16.75,0,0.060495243,169.8106,2316.181148108302,22,1,2298.995255579399
6.675,0,0.041913535,92.9462,1995.498739224138,0,1,1995.498739224138
9.3,1,0.03362713,156.1314,2316.181148108302,2,1,2340.67526349892
16.25,0,0.0779469465,90.2804,1995.498739224138,0,1,1995.498739224138
6.65,0,0.053397989,149.3734,2316.181148108302,7,1,2192.384797631862
5.94,1,0.049163321,186.4556,339.8285004616805,11,1,339.351661981982
20.0,1,0.104245198,105.3622,2316.181148108302,10,1,2348.354634623656
13.1,1,0.044281996,178.5318,2316.181148108302,7,1,2192.384797631862
5.695,1,0.067373081,258.8988,3694.0385576470585,24,1,3694.0385576470585
15.6,0,0.087646694,221.5798,2316.181148108302,22,1,2298.995255579399
17.6,0,0.010096684,160.4552,2316.181148108302,2,1,2340.67526349892
11.0,1,0.13341564,218.7798,2316.181148108302,7,1,2192.384797631862
20.25,1,0.018789455,222.0772,2316.181148108302,22,1,2298.995255579399
6.635,1,0.080697998,39.8506,339.8285004616805,24,1,340.3297227272727
10.395,1,0.036957777,230.5352,2316.181148108302,7,1,2192.384797631862
7.365,0,0.042552205,225.172,2316.181148108302,5,1,2438.841866021505
18.85,0,0.039723999,41.048,2316.181148108302,7,1,2192.384797631862
16.2,0,0.058444176,73.0696,339.8285004616805,24,0,340.3297227272727
9.6,0,0.036109413,140.6154,3694.0385576470585,24,1,3694.0385576470585
15.1,1,0.019965179,130.531,2316.181148108302,10,1,2348.354634623656
20.2,1,0.121442754,94.9752,2316.181148108302,10,1,2348.354634623656
10.695,1,0.127727102,121.144,2316.181148108302,12,1,2277.8442668817206
12.35,0,0.163941937,117.0124,2316.181148108302,12,2,2277.8442668817206
11.35,0,0.03093263,52.4008,2316.181148108302,5,1,2438.841866021505
17.0,0,0.136008489,171.7106,2316.181148108302,7,1,2192.384797631862
7.05,0,0.084966021,111.1912,2316.181148108302,12,1,2277.8442668817206
9.695,0,0.070843019,177.7344,2316.181148108302,2,0,2340.67526349892
6.78,0,0.066608487,184.624,2316.181148108302,5,1,2438.841866021505
9.6,0,0.006665667,164.1184,3694.0385576470585,24,2,3694.0385576470585
9.1,0,0.134393836,48.0718,339.8285004616805,11,2,339.351661981982
9.1,0,0.055514919,112.5518,2316.181148108302,10,2,2348.354634623656
10.395,0,0.054670967,158.6604,339.8285004616805,24,1,340.3297227272727
16.7,0,0.022190488,113.1886,2316.181148108302,2,1,2340.67526349892
6.13,0,0.076891526,61.5536,2316.181148108302,7,0,2192.384797631862
14.15,0,0.035943717,40.5138,2316.181148108302,12,0,2277.8442668817206
20.7,0,0.09261307,76.367,2316.181148108302,22,0,2298.995255579399
5.155,0,0.083198341,246.0776,2316.181148108302,12,1,2277.8442668817206
15.35,0,0.096379585,196.5768,2316.181148108302,5,0,2438.841866021505
9.8,1,0.015087112,250.1408,2316.181148108302,5,1,2438.841866021505
10.695,0,0.06375108,36.7848,2316.181148108302,5,2,2438.841866021505
6.65,0,0.053372768,149.5734,2316.181148108302,10,1,2348.354634623656
6.635,1,0.04586701,37.9506,3694.0385576470585,24,1,3694.0385576470585
14.65,0,0.083488992,161.5552,339.8285004616805,11,2,339.351661981982
9.695,1,0.029023048,177.837,3694.0385576470585,24,1,3694.0385576470585
5.26,1,0.041837331,161.8868,2316.181148108302,10,1,2348.354634623656
12.15,0,0.030815427,252.0698,339.8285004616805,11,1,339.351661981982
12.6,1,0.072762086,120.9072,339.8285004616805,24,1,340.3297227272727
18.25,0,0.132596101,226.2062,339.8285004616805,11,1,339.351661981982
7.905,0,0.054720642,109.1254,2316.181148108302,2,1,2340.67526349892
15.25,0,0.061434045,130.9968,1995.498739224138,0,2,1995.498739224138
7.075,0,0.058676973,142.0128,2316.181148108302,2,1,2340.67526349892
11.8,1,0.057373797,151.4366,2316.181148108302,22,1,2298.995255579399
9.1,0,0.173973652,126.5362,2316.181148108302,22,1,2298.995255579399
7.05,1,0.05587277,222.1088,2316.181148108302,2,1,2340.67526349892
15.2,0,0.019064377,238.2248,2316.181148108302,10,1,2348.354634623656
5.82,0,0.080640478,167.779,2316.181148108302,12,2,2277.8442668817206
8.39,0,0.120474481,165.5868,2316.181148108302,5,2,2438.841866021505
8.575,1,0.071958197,195.3794,2316.181148108302,10,1,2348.354634623656
16.2,0,0.036057562,260.3278,1995.498739224138,0,1,1995.498739224138
20.2,0,0.1000041825,187.1898,2316.181148108302,22,2,2298.995255579399
7.75,0,0.043238822,92.5436,2316.181148108302,12,1,2277.8442668817206
5.325,1,0.138679995,55.8298,2316.181148108302,5,1,2438.841866021505
5.365,1,0.13956116,170.4764,3694.0385576470585,24,1,3694.0385576470585
15.6,0,0.081562686,112.7544,2316.181148108302,2,1,2340.67526349892
12.15,0,0.015385857,208.9928,3694.0385576470585,24,1,3694.0385576470585
11.8,1,0.0259439255,102.4674,339.8285004616805,11,1,339.351661981982
12.65,1,0.076474728,191.8846,2316.181148108302,2,1,2340.67526349892
18.6,0,0.118661426,58.7588,1995.498739224138,0,2,1995.498739224138
15.0,0,0.058346234,44.0744,2316.181148108302,22,1,2298.995255579399
16.6,0,0.028382853,109.4596,339.8285004616805,24,2,340.3297227272727
20.6,0,0.023585598,94.7778,2316.181148108302,2,1,2340.67526349892
14.15,0,0.008811818,197.111,2316.181148108302,10,2,2348.354634623656
6.17,0,0.010630949,65.9826,2316.181148108302,12,1,2277.8442668817206
13.1,1,0.043978369,178.4318,3694.0385576470585,24,1,3694.0385576470585
12.3,0,0.009463757,73.838,2316.181148108302,2,1,2340.67526349892
9.065,0,0.115233813,94.4094,2316.181148108302,22,1,2298.995255579399
5.405,1,0.05336162,200.1742,3694.0385576470585,24,1,3694.0385576470585
20.2,0,0.074177667,93.2462,2316.181148108302,22,2,2298.995255579399
4.59,0,0.070780558,114.586,2316.181148108302,12,0,2277.8442668817206
6.11,1,0.1030008935,131.2968,339.8285004616805,11,1,339.351661981982
13.65,1,0.026643448,37.9532,2316.181148108302,10,1,2348.354634623656
11.15,1,0.008326735,149.9708,2316.181148108302,2,1,2340.67526349892
17.35,1,0.146527359,147.905,2316.181148108302,10,1,2348.354634623656
12.5,0,0.020697723,198.8742,2316.181148108302,12,1,2277.8442668817206
18.35,0,0.030556922,190.6162,2316.181148108302,7,2,2192.384797631862
16.7,1,0.117026714,189.2214,339.8285004616805,11,1,339.351661981982
6.095,0,0.08152738,140.3154,1995.498739224138,0,2,1995.498739224138
6.76,1,0.028982682,79.596,2316.181148108302,12,1,2277.8442668817206
13.5,1,0.159587755,145.3102,2316.181148108302,22,1,2298.995255579399
8.39,0,0.121178848,165.1868,2316.181148108302,2,2,2340.67526349892
14.65,0,0.083698962,163.4552,1995.498739224138,0,2,1995.498739224138
5.51,0,0.034668802,98.5726,2316.181148108302,2,2,2340.67526349892
16.35,0,0.090562192,198.211,2316.181148108302,12,2,2277.8442668817206
13.8,1,0.056825065,230.9984,2316.181148108302,22,1,2298.995255579399
20.85,0,0.021362955,103.2306,2316.181148108302,10,1,2348.354634623656
20.25,1,0.102704495,94.312,2316.181148108302,5,1,2438.841866021505
20.75,0,0.025169703,150.4734,2316.181148108302,10,2,2348.354634623656
16.2,1,0.016650191,97.4726,2316.181148108302,5,1,2438.841866021505
10.695,1,0.086764795,156.7972,2316.181148108302,5,1,2438.841866021505
18.6,0,0.015858893,152.9366,2316.181148108302,2,1,2340.67526349892
6.425,0,0.018275994,115.2808,339.8285004616805,24,1,340.3297227272727
6.92,0,0.038454076,61.5852,2316.181148108302,12,1,2277.8442668817206
7.47,1,0.153011599,215.2218,2316.181148108302,2,1,2340.67526349892
9.3,1,0.033489979,156.6314,2316.181148108302,10,1,2348.354634623656
12.65,1,0.127283051,191.7846,339.8285004616805,11,1,339.351661981982
19.7,0,0.113669629,89.0198,339.8285004616805,24,1,340.3297227272727
17.85,0,0.02492239,153.4998,1995.498739224138,0,0,1995.498739224138
15.7,1,0.01903743,60.5536,2316.181148108302,2,1,2340.67526349892
13.65,1,0.012745189,58.7588,339.8285004616805,24,1,340.3297227272727
11.3,1,0.054637635,93.3094,2316.181148108302,10,1,2348.354634623656
12.15,0,0.018485511,253.1698,1995.498739224138,0,1,1995.498739224138
16.2,0,0.044472637,43.3454,2316.181148108302,2,1,2340.67526349892
7.81,1,0.055451725,122.6046,1995.498739224138,0,1,1995.498739224138
5.175,1,0.051643608,107.3622,339.8285004616805,24,1,340.3297227272727
17.6,0,0.041851756,162.7526,2316.181148108302,2,0,2340.67526349892
18.5,1,0.045444856,144.2102,2316.181148108302,5,1,2438.841866021505
5.88,0,0.003606726,154.1998,1995.498739224138,0,0,1995.498739224138
5.405,1,0.093883945,200.4742,339.8285004616805,24,1,340.3297227272727
6.55,0,0.024521191,100.6332,2316.181148108302,5,1,2438.841866021505
6.305,1,0.123115764,95.6436,2316.181148108302,12,1,2277.8442668817206
5.03,0,0.008644894,122.6756,2316.181148108302,5,2,2438.841866021505
19.0,1,0.097313129,48.0718,2316.181148108302,12,1,2277.8442668817206
18.0,0,0.038978526,148.6418,2316.181148108302,22,1,2298.995255579399
20.5,0,0.036344721,122.3756,2316.181148108302,2,1,2340.67526349892
7.485,0,0.069514712,108.7228,2316.181148108302,2,1,2340.67526349892
16.1,1,0.047801883,127.4362,2316.181148108302,12,1,2277.8442668817206
11.65,1,0.076002991,83.4908,2316.181148108302,7,1,2192.384797631862
12.6,0,0.056394771,51.3982,2316.181148108302,2,1,2340.67526349892
8.52,0,0.027114238,151.9682,2316.181148108302,7,0,2192.384797631862
6.67,1,0.12332588,90.2514,2316.181148108302,22,1,2298.995255579399
9.035,1,0.174450933,151.0708,2316.181148108302,2,1,2340.67526349892
9.8,0,0.02316823,47.506,339.8285004616805,11,0,339.351661981982
10.85,0,0.162107603,106.3622,2316.181148108302,22,1,2298.995255579399
6.89,1,0.136984147,192.682,1995.498739224138,0,1,1995.498739224138
13.15,0,0.024651269,179.5686,2316.181148108302,12,2,2277.8442668817206
9.8,0,0.026192765,215.685,1995.498739224138,0,1,1995.498739224138
15.6,1,0.098663652,62.9194,3694.0385576470585,24,1,3694.0385576470585
12.6,1,0.031598706,172.9764,2316.181148108302,7,1,2192.384797631862
13.65,1,0.031573246,99.47,1995.498739224138,0,1,1995.498739224138
16.7,1,0.052493162,113.9176,2316.181148108302,10,1,2348.354634623656
5.785,1,0.04016342,181.166,3694.0385576470585,24,1,3694.0385576470585
17.85,0,0.01806055,97.0094,2316.181148108302,7,2,2192.384797631862
6.765,1,0.086837543,106.2306,3694.0385576470585,24,1,3694.0385576470585
16.5,0,0.012689327,39.7506,1995.498739224138,0,2,1995.498739224138
4.615,1,0.102407778,234.33,2316.181148108302,2,1,2340.67526349892
10.65,1,0.085617517,229.3668,2316.181148108302,2,1,2340.67526349892
12.8,0,0.069902438,261.3252,1995.498739224138,0,1,1995.498739224138
16.75,0,0.075889215,37.6532,2316.181148108302,7,2,2192.384797631862
12.15,0,0.021757269,165.0184,2316.181148108302,10,1,2348.354634623656
5.5,0,0.047059016,100.1016,2316.181148108302,22,2,2298.995255579399
4.61,0,0.123151947,175.2396,1995.498739224138,0,0,1995.498739224138
7.42,1,0.025616191,188.1872,3694.0385576470585,24,1,3694.0385576470585
8.575,0,0.023866079,107.128,2316.181148108302,22,0,2298.995255579399
18.75,0,0.010381661,207.8954,2316.181148108302,10,2,2348.354634623656
8.985,0,0.184440421,99.67,2316.181148108302,2,1,2340.67526349892
7.435,0,0.123338082,206.1638,1995.498739224138,0,1,1995.498739224138
17.25,1,0.159165324,63.4194,2316.181148108302,5,1,2438.841866021505
10.8,0,0.138171603,191.4504,339.8285004616805,11,1,339.351661981982
17.7,0,0.020993364,166.8474,339.8285004616805,11,2,339.351661981982
20.7,0,0.092427209,78.467,2316.181148108302,12,0,2277.8442668817206
16.5,1,0.159720671,144.5128,2316.181148108302,12,1,2277.8442668817206
16.75,0,0.081485126,258.0988,2316.181148108302,7,1,2192.384797631862
6.115,1,0.011419301,91.0488,1995.498739224138,0,1,1995.498739224138
18.85,0,0.137410256,161.7578,2316.181148108302,10,0,2348.354634623656
20.35,1,0.1509963045,81.6276,2316.181148108302,12,1,2277.8442668817206
7.945,0,0.015863075,161.821,2316.181148108302,22,1,2298.995255579399
13.65,0,0.065576228,47.7402,2316.181148108302,22,1,2298.995255579399
8.365,0,0.071992202,38.3506,2316.181148108302,7,0,2192.384797631862
11.1,0,0.1977458405,217.6482,339.8285004616805,24,1,340.3297227272727
18.85,0,0.055671582,133.3284,2316.181148108302,2,1,2340.67526349892
6.8,0,0.03749705,49.9034,2316.181148108302,12,1,2277.8442668817206
20.35,0,0.039428167,127.9678,1995.498739224138,0,2,1995.498739224138
10.5,0,0.011285795,235.8248,2316.181148108302,5,2,2438.841866021505
13.0,0,0.041789718,256.1014,2316.181148108302,22,2,2298.995255579399
7.905,0,0.010003987,250.7408,2316.181148108302,22,1,2298.995255579399
4.785,0,0.0931174,118.6098,2316.181148108302,2,1,2340.67526349892
11.8,0,0.008519718,116.9492,3694.0385576470585,24,2,3694.0385576470585
18.0,0,0.017979145,178.3686,1995.498739224138,0,1,1995.498739224138
13.15,0,0.020698674,86.3566,2316.181148108302,22,1,2298.995255579399
12.8,0,0.159394437,105.6938,339.8285004616805,24,2,340.3297227272727
11.6,1,0.079376029,81.7276,2316.181148108302,2,1,2340.67526349892
15.2,0,0.162462044,117.6492,339.8285004616805,11,2,339.351661981982
8.05,1,0.078461411,257.5646,2316.181148108302,22,1,2298.995255579399
14.15,1,0.024503972,195.111,1995.498739224138,0,1,1995.498739224138
5.825,0,0.091042211,162.6894,3694.0385576470585,24,2,3694.0385576470585
12.35,1,0.064441812,110.957,339.8285004616805,11,1,339.351661981982
8.785,0,0.020618957,153.0656,2316.181148108302,7,0,2192.384797631862
8.1,1,0.134532392,39.448,2316.181148108302,10,1,2348.354634623656
5.465,1,0.048486801,131.2626,2316.181148108302,22,1,2298.995255579399
16.7,1,0.038528228,143.9102,2316.181148108302,12,1,2277.8442668817206
11.15,1,0.086281593,170.579,1995.498739224138,0,1,1995.498739224138
6.11,1,0.151925271,46.6086,2316.181148108302,5,0,2438.841866021505
16.35,0,0.0680243,196.4426,2316.181148108302,22,1,2298.995255579399
6.135,1,0.079312367,151.3366,2316.181148108302,7,1,2192.384797631862
20.35,0,0.054056927,116.8466,2316.181148108302,12,1,2277.8442668817206
19.2,0,0.18293775,243.0196,2316.181148108302,10,2,2348.354634623656
7.855,0,0.019716846,191.9188,339.8285004616805,24,1,340.3297227272727
20.7,0,0.026769592,77.0354,3694.0385576470585,24,2,3694.0385576470585
16.2,0,0.1751171309999999,182.1608,2316.181148108302,10,2,2348.354634623656
7.93,0,0.005557062,122.1414,2316.181148108302,10,1,2348.354634623656
10.8,0,0.164724567,98.4042,339.8285004616805,11,1,339.351661981982
20.7,1,0.12152072,118.0466,2316.181148108302,12,1,2277.8442668817206
19.7,1,0.01612717,189.3556,3694.0385576470585,24,1,3694.0385576470585
18.7,0,0.046079558,151.5682,2316.181148108302,5,2,2438.841866021505
18.2,0,0.082551042,147.3734,339.8285004616805,11,1,339.351661981982
11.8,1,0.076705948,34.7558,2316.181148108302,5,1,2438.841866021505
5.365,1,0.140811559,173.5764,1995.498739224138,0,1,1995.498739224138
9.195,1,0.130657442,106.4596,339.8285004616805,11,1,339.351661981982
14.85,1,0.05357685,122.2072,3694.0385576470585,24,1,3694.0385576470585
14.0,1,0.031261583,52.564,2316.181148108302,5,1,2438.841866021505
12.3,1,0.064618976,89.8804,2316.181148108302,12,1,2277.8442668817206
13.15,1,0.038167453,89.4856,2316.181148108302,2,1,2340.67526349892
18.5,0,0.033938279,132.5284,2316.181148108302,5,2,2438.841866021505
19.75,1,0.018096488,179.566,1995.498739224138,0,1,1995.498739224138
15.85,0,0.068765925,216.9166,3694.0385576470585,24,1,3694.0385576470585
20.5,0,0.036287517,121.2756,1995.498739224138,0,1,1995.498739224138
17.7,0,0.030060895,166.4816,1995.498739224138,0,1,1995.498739224138
10.395,0,0.111554381,59.822,3694.0385576470585,24,1,3694.0385576470585
12.15,0,0.062640143,36.6532,2316.181148108302,2,1,2340.67526349892
11.8,1,0.093801337,126.0704,2316.181148108302,10,1,2348.354634623656
14.3,1,0.065153295,88.4856,2316.181148108302,22,1,2298.995255579399
6.11,1,0.152813518,45.6086,2316.181148108302,2,0,2340.67526349892
12.3,0,0.021860985,193.3162,2316.181148108302,12,1,2277.8442668817206
12.65,0,0.035404052,230.601,2316.181148108302,5,1,2438.841866021505
10.1,0,0.056030907,115.1492,2316.181148108302,22,2,2298.995255579399
17.25,0,0.107258822,40.1822,2316.181148108302,7,1,2192.384797631862
7.39,0,0.093160853,251.3066,1995.498739224138,0,2,1995.498739224138
5.305,1,0.04710181,181.8608,2316.181148108302,10,1,2348.354634623656
15.25,0,0.026651184,86.6198,2316.181148108302,10,1,2348.354634623656
7.105,0,0.075000682,61.0562,339.8285004616805,11,2,339.351661981982
17.75,1,0.067446626,184.724,2316.181148108302,22,1,2298.995255579399
5.825,0,0.160178832,160.2894,339.8285004616805,24,2,340.3297227272727
5.94,1,0.029538509,189.4556,2316.181148108302,2,1,2340.67526349892
6.155,1,0.094807042,213.356,2316.181148108302,10,1,2348.354634623656
10.5,1,0.010928678,167.0842,3694.0385576470585,24,1,3694.0385576470585
12.15,0,0.021705417,163.5184,2316.181148108302,22,1,2298.995255579399
19.1,0,0.176411579,173.2422,3694.0385576470585,24,2,3694.0385576470585
15.2,1,0.10377827,175.6054,2316.181148108302,12,1,2277.8442668817206
13.35,0,0.038744606,239.3564,2316.181148108302,2,1,2340.67526349892
5.765,0,0.126585095,122.4098,339.8285004616805,24,1,340.3297227272727
13.65,1,0.184454044,211.4902,2316.181148108302,10,1,2348.354634623656
20.2,1,0.121153331,97.3752,2316.181148108302,22,1,2298.995255579399
12.3,0,0.009364957,74.238,3694.0385576470585,24,1,3694.0385576470585
8.52,0,0.027101431,151.7682,2316.181148108302,10,0,2348.354634623656
7.05,0,0.1422157,108.7912,339.8285004616805,11,1,339.351661981982
19.35,1,0.039734882,165.7868,3694.0385576470585,24,0,3694.0385576470585
17.25,0,0.037155206,166.4526,2316.181148108302,22,0,2298.995255579399
17.6,0,0.058091269,156.2314,2316.181148108302,12,1,2277.8442668817206
9.3,0,0.016047301,249.8092,2316.181148108302,10,1,2348.354634623656
19.85,0,0.025963795,46.3376,2316.181148108302,5,2,2438.841866021505
11.15,0,0.073012871,67.5142,3694.0385576470585,24,2,3694.0385576470585
10.8,0,0.082549896,193.7504,2316.181148108302,12,1,2277.8442668817206
8.89,0,0.009585169,102.5016,339.8285004616805,24,1,340.3297227272727
12.65,0,0.123726711,107.7938,2316.181148108302,2,1,2340.67526349892
12.1,1,0.061521569,55.8614,2316.181148108302,2,0,2340.67526349892
14.3,1,0.034382602,96.5726,2316.181148108302,22,1,2298.995255579399
18.7,0,0.03761584,109.1886,2316.181148108302,5,1,2438.841866021505
4.635,0,0.1977458405,129.7994,339.8285004616805,24,1,340.3297227272727
6.865,1,0.036042939,244.4486,2316.181148108302,2,1,2340.67526349892
10.895,0,0.020951848,255.3672,2316.181148108302,12,2,2277.8442668817206
9.195,1,0.0471117,52.0666,2316.181148108302,5,1,2438.841866021505
19.75,0,0.012499004,188.0872,1995.498739224138,0,1,1995.498739224138
18.0,0,0.124348482,118.3124,2316.181148108302,22,1,2298.995255579399
15.5,1,0.126199917,178.4028,1995.498739224138,0,1,1995.498739224138
12.5,1,0.109971578,82.7592,2316.181148108302,5,1,2438.841866021505
14.3,0,0.12780038,83.6224,2316.181148108302,7,1,2192.384797631862
8.68,0,0.01478914,97.7384,339.8285004616805,11,1,339.351661981982
5.905,0,0.079931185,219.7456,339.8285004616805,24,1,340.3297227272727
7.09,0,0.00721395,47.9034,2316.181148108302,5,1,2438.841866021505
6.385,0,0.083768522,109.8596,2316.181148108302,22,0,2298.995255579399
8.365,0,0.071958197,38.0506,2316.181148108302,10,0,2348.354634623656
16.2,0,0.019362306,154.6972,2316.181148108302,22,0,2298.995255579399
20.5,0,0.142589751,35.919,3694.0385576470585,24,2,3694.0385576470585
11.1,1,0.053765212,163.1526,2316.181148108302,5,1,2438.841866021505
19.25,1,0.058226609,85.2908,2316.181148108302,22,1,2298.995255579399
19.75,0,0.041330512,115.8466,2316.181148108302,22,1,2298.995255579399
6.885,1,0.140008554,108.7228,2316.181148108302,12,1,2277.8442668817206
17.85,0,0.024961677,153.1998,2316.181148108302,2,0,2340.67526349892
20.2,1,0.121748174,96.9752,1995.498739224138,0,1,1995.498739224138
16.1,1,0.063689583,181.9318,2316.181148108302,2,1,2340.67526349892
19.0,0,0.1977458405,190.1872,339.8285004616805,11,2,339.351661981982
17.6,0,0.010031539,161.5552,2316.181148108302,22,1,2298.995255579399
20.7,1,0.114581955,94.3436,1995.498739224138,0,1,1995.498739224138
7.76,0,0.059341019,99.77,2316.181148108302,5,1,2438.841866021505
5.86,1,0.1977458405,155.7314,339.8285004616805,24,1,340.3297227272727
21.25,0,0.016735879,185.2608,339.8285004616805,11,1,339.351661981982
